"city","state","country","report_summary","report_status","report_type","report_magnitude","land_uses","reporter_name","date_of_reform","last_updated","is_no_mandate_city","population","citation_url","lat","long"
"Howell","MI","US","Howell has no required parking for uses in the Central Business District. New residential construction is exempt. ","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Nani Wolf","","November 28, 2023, 11:47:04 AM PST",0,9610,"https://parkingreform.org/mandates-map/city_detail/Howell_MI.html",42.6072552,-83.9293952
"Hubbard","NE","US","Minimum parking requirements do not apply to the Downtown Mixed Commercial District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,153,"https://parkingreform.org/mandates-map/city_detail/Hubbard_NE.html",42.3864022,-96.5896917
"Hubbard","IA","US","No off-street parking is required in the CBC Central Business Commercial District, except for dwelling units.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,860,"https://parkingreform.org/mandates-map/city_detail/Hubbard_IA.html",42.3056338,-93.2973812
"Hudson","NY","US","No required off-street parking spaces, voted on by City's Common Council in 2019.","Implemented","Eliminate Parking Minimums","Citywide","All Uses","Betsy Gramkow","Feb 1, 2019","November 28, 2023, 11:47:03 AM PST",1,6072,"https://parkingreform.org/mandates-map/city_detail/Hudson_NY.html",42.2528649,-73.790959
"Hudson","IL","US","Minimum parking requirements do not apply to uses located in the C-1 central commercial district.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:08 AM PST",0,1753,"https://parkingreform.org/mandates-map/city_detail/Hudson_IL.html",40.6058688,-88.9872965
"Hudson","WI","US","All parcels in the B-3 Central Business District are exempt from the provision of off-street parking for the first 6,000 square feet of building area, except for new construction projects for which 1/2 of the normal off-street parking is required. All parcels in the B-4 Central Business District for new construction projects must provide 50% of the required off-street parking required per the land use designation. A fee in lieu of off-street parking may be accepted as an alternative to providing off-street parking in both districts.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,14755,"https://parkingreform.org/mandates-map/city_detail/Hudson_WI.html",44.9751273,-92.7556281
"Hudsonville","MI","US","Parking requirements are reduced by right in the CBD and on-street parking may partially fulfill requirements citywide. Parking maximums are set at 130% of the minimums.","Implemented","Reduce Parking Minimums, Parking Maximums","Citywide, City Center/Business District","All Uses, Commercial, Industrial, Other","Samuel Deetz","","March 14, 2024, 2:41:21 PM PDT",0,7629,"https://parkingreform.org/mandates-map/city_detail/Hudsonville_MI.html",42.870889,-85.865235
"Hugo","CO","US","On-street parking may count towards parking minimums.","Implemented","Reduce Parking Minimums","Citywide","All Uses","Samuel Deetz","","April 4, 2024, 10:57:08 AM PDT",0,787,"https://parkingreform.org/mandates-map/city_detail/Hugo_CO.html",39.1346297,-103.471403
"Hugoton","KS","US","The B-2 General Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,3747,"https://parkingreform.org/mandates-map/city_detail/Hugoton_KS.html",37.1753025,-101.349602
"Humphrey","NE","US","Minimum parking requirements do not apply to the C-1 Downtown Commercial District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,857,"https://parkingreform.org/mandates-map/city_detail/Humphrey_NE.html",41.6916753,-97.4844907
"Huntersville","NC","US","Congregate housing and civic uses are exempt from minimum parking requirements. Within the Town Center (TC) District, existing buildings and infill housing on existing lots of record may meet requirements with on-street parking and are considered conforming as to parking. Such buildings are eligible for change of use permits, for building upfits, and for expansion.
Residential buildings may meet parking requirements with on-street parking if individual driveways are minimized and the fronting street is specifically designed to meet the parking needs of the residential buildings.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","City Center/Business District","Other, Residential","Samuel Deetz","","January 14, 2024, 4:03:42 PM PST",0,61376,"https://parkingreform.org/mandates-map/city_detail/Huntersville_NC.html",35.4108278,-80.8429304
"Huntertown","IN","US","Airports, hospitals, religious institutions and schools are exempt from minimum parking requirements. Within the nonresidential zoning districts (C1 through C4, SC, NC, BTI, and I1 through I3), parking requirements may be reduced through on-street parking, bike parking, transit or the use of pervious pavement.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums","Citywide","Other, Medical","Samuel Deetz","","November 28, 2023, 11:47:18 AM PST",0,9141,"https://parkingreform.org/mandates-map/city_detail/Huntertown_IN.html",41.2283821,-85.1724741
"Huntingburg","IN","US","The downtown mixed-use district is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:17 AM PST",0,6362,"https://parkingreform.org/mandates-map/city_detail/Huntingburg_IN.html",38.2989422,-86.9549972
"Huntington","WV","US","Off-street parking in the C-1 district has been reduced by 50% for nonresidential uses. Nonresidential uses within 660ft. of a public parking lot will are exempt from off-street parking requirements.","Implemented","Reduce Parking Minimums","City Center/Business District","Commercial","Shae Strait","","November 28, 2023, 11:47:04 AM PST",0,45110,"https://parkingreform.org/mandates-map/city_detail/Huntington_WV.html",38.4192496,-82.445154
"Huntington Beach","CA","US","ADUs are exempt from parking requirements when located within one-half mile walking distance of a high-quality transit corridor, or a major transit stop, or there is a car share vehicle located within one block of the project. Within the Downtown Specific Plan Area, a fee-in-lieu of parking may be paid.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums","Transit Oriented","Residential","Samuel Deetz","","February 12, 2024, 3:51:16 PM PST",0,198711,"https://parkingreform.org/mandates-map/city_detail/HuntingtonBeach_CA.html",33.6783336,-118.0000166
"Huntington Woods","MI","US","Parking maximums are set at 120% of the minimums.","Implemented","Parking Maximums","Citywide","All Uses","Samuel Deetz","","March 19, 2024, 4:00:40 PM PDT",0,6238,"https://parkingreform.org/mandates-map/city_detail/HuntingtonWoods_MI.html",42.4805913,-83.1668713
"Huntsville","AL","US","Off-street parking is not required in the Central Business C-B District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:18 AM PST",0,215006,"https://parkingreform.org/mandates-map/city_detail/Huntsville_AL.html",34.729847,-86.5859011
"Hurley","SD","US","Minimum parking requirements are not applicable to property in the CB Central Business District, except for residential uses which are authorized by a conditional use permit.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:08 AM PST",0,379,"https://parkingreform.org/mandates-map/city_detail/Hurley_SD.html",43.28304,-97.08922
"Huron","OH","US","Surface parking lots may not exceed 125% of the required minimum number of vehicle parking spaces. A change of use within an existing building in a business district does not require off-street parking.","Implemented","Parking Maximums, Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:17 AM PST",0,6922,"https://parkingreform.org/mandates-map/city_detail/Huron_OH.html",41.394656,-82.555009
"Huron Charter Township","MI","US","Uses in the CBD Central Business District are exempt from providing off-street parking, except in the case of residential dwellings, hotels and motels, religious institutions, private and public schools and universities, hospitals, congregate care facilities, senior housing, convalescent or nursing homes.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial, Other","Samuel Deetz","","March 20, 2024, 7:54:10 PM PDT",0,16944,"https://parkingreform.org/mandates-map/city_detail/HuronCharterTownship_MI.html",42.1372282,-83.3634084
"Hustisford","WI","US","Areas which are located in a fire district as designated on the Official Map are exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:13 AM PST",0,1090,"https://parkingreform.org/mandates-map/city_detail/Hustisford_WI.html",43.3461089,-88.6006572
"Hutchinson","KS","US","Off-street parking requirements do not apply to changes of use within existing buildings in the C-5 Downtown District. Minimum parking requirements must be met by any new residential construction projects. ","Implemented","Reduce Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,40006,"https://parkingreform.org/mandates-map/city_detail/Hutchinson_KS.html",38.0608444,-97.9297743
"Huxley","IA","US","Permitted uses in the C-1 Neighborhood Commercial District are exempt from minimum parking requirements. Both commercial and residential uses are permitted in the district.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial, Residential","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,4244,"https://parkingreform.org/mandates-map/city_detail/Huxley_IA.html",41.8946126,-93.6065898
"Ida Grove","IA","US","The “downtown” area; described as the area bounded by Chicago Northwestern Railroad on the north, Burns Street on the east, Third Street on the south, and Quimby Street on the west is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:05 AM PST",0,2051,"https://parkingreform.org/mandates-map/city_detail/IdaGrove_IA.html",42.3449751,-95.4713576
"Idaho Springs","CO","US","A fee in lieu of required parking may be provided within the downtown area.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","April 30, 2024, 9:24:39 PM PDT",0,1782,"https://parkingreform.org/mandates-map/city_detail/IdahoSprings_CO.html",39.7425969,-105.5136365
"Illinois","IL","US","The Local Parking Regulation Act was introduced on January 31, 2024 and would limit the ability of a unit of local government from imposing minimum parking requirements on a development project if the project is located within one-half mile of a public transportation hub.","Proposed","Eliminate Parking Minimums","Regional","All Uses","","","February 26, 2024, 1:02:07 PM PST",0,12812508,"https://parkingreform.org/mandates-map/city_detail/Illinois_IL.html",40.288802,-89.756643
"Imlay City","MI","US","Within the B-2, CBD District, public parking may count towards parking minimums unless the Planning Commission determines otherwise. Parking maximums are set at 110% of the minimums citywide.","Implemented","Parking Maximums, Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","March 12, 2024, 12:22:33 PM PDT",0,3707,"https://parkingreform.org/mandates-map/city_detail/ImlayCity_MI.html",43.0247496,-83.0777153
"Imperial","NE","US","No off- street parking or loading space is required for any use in the ""C-2"" Central Business District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:09 AM PST",0,2068,"https://parkingreform.org/mandates-map/city_detail/Imperial_NE.html",40.5170211,-101.6430784
"Independence","KS","US","The C-3 central business district is exempt from off-street parking and loading requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:09 AM PST",0,8548,"https://parkingreform.org/mandates-map/city_detail/Independence_KS.html",37.2242358,-95.7083131
"Independence","MO","US","Nonresidential uses in the Historic Square zoning district are not required to provide off-street parking unless such uses exceed 4,000 square feet of gross floor area, in which case off-street parking must be provided for the floor area in excess of 4,000 square feet. Nonresidential uses within the Pedestrian Street Overlay district are not required to provide off-street parking unless such uses exceed 10,000 square feet of gross floor area, in which case off-street parking must be provided for the floor area in excess of 10,000 square feet.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:13 AM PST",0,123011,"https://parkingreform.org/mandates-map/city_detail/Independence_MO.html",39.0924792,-94.4137923
"Independence","OH","US","In one-family residential districts, the number of parking spaces may not exceed three spaces per dwelling unit on lots of 12,000 square feet or less, and not more than four spaces per dwelling unit on lots of more than 12,000 square feet.","Implemented","Parking Maximums","Main Street/Special","Residential","Samuel Deetz","","November 28, 2023, 11:47:18 AM PST",0,7584,"https://parkingreform.org/mandates-map/city_detail/Independence_OH.html",41.3816571,-81.6406872
"Independence","KY","US","No off-street parking spaces are required for the rehabilitation or reuse of existing structures within the NC Neighborhood Commercial zone. Parking requirements citywide may be reduced through carshare, EV chargers, bike parking, or on-street parking.","Implemented","Reduce Parking Minimums","City Center/Business District, Citywide","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,28676,"https://parkingreform.org/mandates-map/city_detail/Independence_KY.html",38.9431183,-84.544109
"Indian Trail","NC","US","Parking maximums exist for all uses. Parking requirements may be reduced through the provision of bike parking. The minimum parking ratios are reduced by 25% by right within the Downtown Master Plan Overlay District and the Village Center Overlay District.","Implemented","Parking Maximums, Reduce Parking Minimums","Citywide, City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:15 AM PST",0,39997,"https://parkingreform.org/mandates-map/city_detail/IndianTrail_NC.html",35.0768141,-80.6692352
"Indianapolis","IN","US","No Off-Street Parking is required in the Mile Square Area or MU-4 District. ","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","","","November 28, 2023, 11:47:04 AM PST",0,876384,"https://parkingreform.org/mandates-map/city_detail/Indianapolis_IN.html",39.7683331,-86.1583502
"Indianola","IA","US","The C-3 Downtown Mixed-Use Zoning District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,15833,"https://parkingreform.org/mandates-map/city_detail/Indianola_IA.html",41.3604966,-93.5613292
"Ingolstadt","BY","DE","Within Zones 1 and 2, a fee in lieu of required parking may be provided. Upon approval, parking requirements may be reduced with a TDM plan for apartments or offices, or with bike parking for shops.","Implemented","Reduce Parking Minimums","City Center/Business District, Citywide","All Uses, Commercial, Multi-Family Residential","Samuel Deetz","","March 8, 2024, 9:36:47 AM PST",0,141029,"https://parkingreform.org/mandates-map/city_detail/Ingolstadt_BY.html",48.7630165,11.4250395
"Inman","KS","US","No parking is required in the B-1 Central Business District except for dwelling units permitted in conjunction with business uses.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:09 AM PST",0,1341,"https://parkingreform.org/mandates-map/city_detail/Inman_KS.html",38.2319537,-97.7733809
"Inola","OK","US","Off-street parking is not required for uses in the DM Downtown Mixed-Use District. Parking maximums are set at 125% of the minimums for commercial and industrial uses. Parking requirements may be reduced for uses within the mixed-use and downtown fringe districts (CM and DF) where there is transit access.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Samuel Deetz","","May 15, 2024, 8:19:12 AM PDT",0,1890,"https://parkingreform.org/mandates-map/city_detail/Inola_OK.html",36.1512098,-95.5094195
"Iola","KS","US","There are no minimum off-street parking requirements for uses located in the C-1 Central Business District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:09 AM PST",0,5396,"https://parkingreform.org/mandates-map/city_detail/Iola_KS.html",37.9244799,-95.3999814
"Iola","WI","US","Areas which are located within the fire zone as designated on the Official Map are exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:12 AM PST",0,1236,"https://parkingreform.org/mandates-map/city_detail/Iola_WI.html",44.5080338,-89.1306665
"Ionia","MI","US","Parking maximums are set at 120% of the minimums.","Implemented","Parking Maximums","Citywide","All Uses","Samuel Deetz","Mar 3, 2015","March 14, 2024, 11:15:40 AM PDT",0,13378,"https://parkingreform.org/mandates-map/city_detail/Ionia_MI.html",42.982444,-85.066744
"Iowa City","IA","US","The CB-5 and CB-10 Zones are exempt from minimum parking requirements. In addition, parking maximums exist for the CN-1 Zone and hospitality oriented uses.","Implemented","Parking Maximums, Eliminate Parking Minimums","City Center/Business District","All Uses, Medical","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,74596,"https://parkingreform.org/mandates-map/city_detail/IowaCity_IA.html",41.6612561,-91.5299106
"Ipswich","SD","US","The Commercial District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:08 AM PST",0,928,"https://parkingreform.org/mandates-map/city_detail/Ipswich_SD.html",45.444419,-99.029278
"Iron Ridge","WI","US","The Central Commercial District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:13 AM PST",0,898,"https://parkingreform.org/mandates-map/city_detail/IronRidge_WI.html",43.3997196,-88.5326008
"Iron River","MI","US","Buildings and uses located within the CBD are exempt from providing off-street parking.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:06 AM PST",0,3007,"https://parkingreform.org/mandates-map/city_detail/IronRiver_MI.html",46.092732,-88.642355
"Ironwood","MI","US","The number of spaces provided shall not exceed twenty percent (20%) beyond the number required.","Implemented","Parking Maximums","Citywide","All Uses","Samuel Deetz","","November 28, 2023, 11:47:06 AM PST",0,5045,"https://parkingreform.org/mandates-map/city_detail/Ironwood_MI.html",46.4555673,-90.1684371
"Irvine","CA","US","ADUs may be exempted from parking requirements due to state law if certain conditions are met.","Implemented","Eliminate Parking Minimums","Citywide","Residential","Samuel Deetz","","January 19, 2024, 3:48:47 PM PST",0,307670,"https://parkingreform.org/mandates-map/city_detail/Irvine_CA.html",33.6856969,-117.8259819
"Irving","TX","US","Parking requirements are reduced for nonresidential uses in the TOD District when located near transit. Parking requirements are reduced for uses in the Urban Business Overlay District.","Implemented","Reduce Parking Minimums","Transit Oriented, City Center/Business District","Commercial, Industrial, Other, All Uses","Samuel Deetz","","January 19, 2024, 11:46:56 AM PST",0,256684,"https://parkingreform.org/mandates-map/city_detail/Irving_TX.html",32.8295183,-96.9442177
"Irvington","KY","US","The C-1 Central Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,1231,"https://parkingreform.org/mandates-map/city_detail/Irvington_KY.html",37.8803429,-86.2838622
"Ishpeming","MI","US","Parking requirements for Principal Uses in the CBD Central Business District are eliminated with the exception of dwelling units which must have Two (2) off-street parking spaces per unit. Conditional Uses, except for establishments selling alcoholic beverages for consumption on the premises, must meet parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,6140,"https://parkingreform.org/mandates-map/city_detail/Ishpeming_MI.html",46.488547,-87.667636
"Ithaca","NY","US","Ithaca New York does not require any parking for the Central Business District downtown, the West End, Cherry Street District, Newman District, Market District or Mixed Use Districts.
On July 5, 2023, the city removed parking requirements for the B-1a, B-4, B-5, and MU-2 zoning districts, which encompass parts of downtown and collegetown.","Implemented","Eliminate Parking Minimums","City Center/Business District, Transit Oriented, Main Street/Special","Commercial, Residential","Daniel Keough","Jul 5, 2023","November 28, 2023, 11:47:03 AM PST",0,30837,"https://parkingreform.org/mandates-map/city_detail/Ithaca_NY.html",42.4396039,-76.4968019
"Jackson","TN","US","In October 2021 Jackson eliminated all set parking mandates in the city, projects propose on-site parking individually as part of the application process.","Implemented","Eliminate Parking Minimums","Citywide","All Uses","Scott Conger","Oct 1, 2021","November 28, 2023, 11:47:04 AM PST",1,68205,"https://parkingreform.org/mandates-map/city_detail/Jackson_TN.html",35.6144446,-88.8177418
"Jackson","MO","US","The off-street parking regulations do not apply to businesses and residences located within the area bounded by Washington Street to the north, Missouri Street to the west, West Adams Street to the South, and Hope Street to the east where existing on-street public parking and shared or public parking lots are available.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:05 AM PST",0,15481,"https://parkingreform.org/mandates-map/city_detail/Jackson_MO.html",37.3828316,-89.6684487
"Jackson","MS","US","The C-4 Central Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","January 2, 2024, 1:02:49 PM PST",0,153701,"https://parkingreform.org/mandates-map/city_detail/Jackson_MS.html",32.2998686,-90.1830408
"Jackson","MI","US","Multifamily dwellings in buildings with 4 units or less are exempt from parking mandates in the C-3 Central Commercial District. All other uses in the C-3 District have reduced requirements and parking maximums apply to all uses citywide.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums, Parking Maximums","City Center/Business District","Residential","Samuel Deetz","","March 21, 2024, 3:33:26 PM PDT",0,31309,"https://parkingreform.org/mandates-map/city_detail/Jackson_MI.html",42.2416466,-84.425589
"Jacksonville","FL","US","There are no parking minimums anywhere in the Downtown overlay district.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Kevin O'Halloran","","November 28, 2023, 11:47:03 AM PST",0,911507,"https://parkingreform.org/mandates-map/city_detail/Jacksonville_FL.html",30.3321838,-81.655651
"Jacksonville","AR","US","Places of public assembly, restaurants and retail establishments within the Shopping Center Business District (C-2) are exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial, Other","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,29477,"https://parkingreform.org/mandates-map/city_detail/Jacksonville_AR.html",34.8662005,-92.1101458
"Jacksonville","IL","US","Minimum parking requirements do not apply to any re-occupancy of existing buildings or structures within the following area of the B-2 Central Business District:

The area bounded on the north by the alley north of Court Street; on the east by the alley east of Mauvaisterre Street; on the south by the alley south of Morgan Street; and on the west by the alley west of Sandy Street.

A reduction in the number of required off-street parking spaces for the re-use of an existing commercial building in any district may be authorized under a special use permit.","Implemented","Reduce Parking Minimums","City Center/Business District, Citywide","All Uses, Commercial","Samuel Deetz","","November 28, 2023, 11:47:14 AM PST",0,17616,"https://parkingreform.org/mandates-map/city_detail/Jacksonville_IL.html",39.7343037,-90.2288356
"Jamestown","ND","US","Properties located in the downtown overlay district are exempt from all off-street parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:05 AM PST",0,15849,"https://parkingreform.org/mandates-map/city_detail/Jamestown_ND.html",46.910544,-98.708436
"Jamestown","NY","US","Within the C-3 Central Business District - Downtown, there is no minimum number of off-street parking spaces required, regardless of use.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:18 AM PST",0,28712,"https://parkingreform.org/mandates-map/city_detail/Jamestown_NY.html",42.0965167,-79.2380322
"Jamestown","IN","US","The DT Downtown Mixed Use and CF Community and Institutional Facilities districts are exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:18 AM PST",0,942,"https://parkingreform.org/mandates-map/city_detail/Jamestown_IN.html",39.9306998,-86.62220784446413
"Janesville","MN","US","Off-street parking spaces are not required for any uses in the Central Business District (B-2).","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:08 AM PST",0,2421,"https://parkingreform.org/mandates-map/city_detail/Janesville_MN.html",44.116078,-93.7080044
"Janesville","WI","US","No off-street parking or loading is required in the B5 Central Business District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,65615,"https://parkingreform.org/mandates-map/city_detail/Janesville_WI.html",42.6829765,-89.0226793
"Jasper","IN","US","No minimum parking is required for new or redevelopment in the B-2 Central Business District. Minimum off-street parking requirements within the Mixed-Use Overlay District are one-half (1/2) of the required spaces. In districts where one hundred (100) or more parking spaces are required for a site, additional parking spaces may not exceed fifteen percent (15%) of the minimum requirement.","Implemented","Eliminate Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:06 AM PST",0,16703,"https://parkingreform.org/mandates-map/city_detail/Jasper_IN.html",38.3914228,-86.9308719
"Jasper County","IN","US","Uses are prohibited from providing more than one hundred twenty percent (120%) of required spaces unless more spaces are approved by the Zoning Administrator.","Implemented","Parking Maximums","Citywide","Commercial, Industrial, Other","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,32918,"https://parkingreform.org/mandates-map/city_detail/JasperCounty_IN.html",41.0321808,-87.1066598
"Jefferson","IA","US","The CBC – Central Business Commercial District and MH – Manufactured Housing District are exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:05 AM PST",0,4182,"https://parkingreform.org/mandates-map/city_detail/Jefferson_IA.html",42.016055,-94.3741093
"Jefferson","WI","US","The parking requirements are waived within the DHMU Downtown Historic Mixed-Use Zoning District. Parking maximums exist alongside parking minimums.","Implemented","Eliminate Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,7793,"https://parkingreform.org/mandates-map/city_detail/Jefferson_WI.html",43.0055594,-88.8073273
"Jefferson City","MO","US","Where there is a municipal parking lot within 500 feet, the parking spaces required for non-residential uses and mixed uses may be reduced by ten percent of the total spaces in the municipal lot or lots. Where on-street parking exists on a street adjacent to a new or expanded use located within the Old Town District, the required number of off street parking spaces for the new or expanded use may be reduced by one space for each 25 feet of frontage on the street, up to a maximum reduction of five spaces.","Implemented","Reduce Parking Minimums","Citywide, City Center/Business District","Commercial, Residential","Samuel Deetz","","November 28, 2023, 11:47:13 AM PST",0,43228,"https://parkingreform.org/mandates-map/city_detail/JeffersonCity_MO.html",38.577359,-92.1724265
"Jeffersonville","IN","US","Within the M2 and M3 Districts, parking requirements may be reduced when located near a bus stop or when bike parking is provided. In commercial and industrial districts, parking requirements may be reduced through proximity to transit, on-street parking, bike parking, mixed-use development, or carpool parking. Lots in the CD and CN districts that are under 10,000 square feet are exempt from the parking minimums. Parking maximums apply in non-residential districts. ","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,49447,"https://parkingreform.org/mandates-map/city_detail/Jeffersonville_IN.html",38.2770227,-85.7371604
"Jenks","OK","US","Parking maximums are set at 130% of the minimums for multifamily, mixed-use, and nonresidential uses.","Implemented","Parking Maximums","Citywide","Commercial, Industrial, Other, Multi-Family Residential","Samuel Deetz","","May 15, 2024, 11:57:47 AM PDT",0,25949,"https://parkingreform.org/mandates-map/city_detail/Jenks_OK.html",36.0228734,-95.9683278
"Jennings","MO","US","Any private use in the C-2S Special Shopping and Service Commercial District may reduce parking requirements by twenty (20) percent.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:11 AM PST",0,12895,"https://parkingreform.org/mandates-map/city_detail/Jennings_MO.html",38.719184,-90.2611199
"Jennings County","IN","US","When the application of off-street parking regulations results in a requirement of not more than three spaces on a single lot in any business or commercial district, such parking spaces need not be provided. However, where two or more uses are located on a single lot, the foregoing exemption shall apply only if the total requirement for all uses is three spaces or less. The total number of accessory parking spaces provided for a single-family, two-family or multiple-family dwelling shall not exceed that required by more than 50% or four spaces, whichever is greater.","Implemented","Parking Maximums, Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","December 28, 2023, 3:41:49 PM PST",0,27613,"https://parkingreform.org/mandates-map/city_detail/JenningsCounty_IN.html",38.9957749,-85.6359201
"Jerome","IL","US","Parking maximums apply to single-family and two-family dwellings.","Implemented","Parking Maximums","Citywide","Residential","Samuel Deetz","","January 14, 2024, 6:24:41 PM PST",0,1692,"https://parkingreform.org/mandates-map/city_detail/Jerome_IL.html",39.7673609,-89.67755613367817
"Jersey City","NJ","US","Jersey City has about a dozen planning districts (known as Redevelopment Plans) with no parking minimums, largely concentrated near PATH rapid transit and HBLR light rail stations. In fact, several of these districts have parking maximums. Examples include the Journal Square 2060, Colgate, Harsimus Cove Station, Grand Jersey, and Newark Ave Downtown plans. ","Implemented","Eliminate Parking Minimums, Parking Maximums","Transit Oriented, City Center/Business District, Main Street/Special","All Uses","Ed Gomez","","November 28, 2023, 11:47:04 AM PST",0,262075,"https://parkingreform.org/mandates-map/city_detail/JerseyCity_NJ.html",40.7215682,-74.047455
